Severity,Description,Title,FileName,LineNumber,Line
3,Medium,"Potential XSS","The application appears to reflect data to the screen with no apparent validation or sanitisation. It was not clear if this variable is controlled by the user.",Z:\home\stud\EVA_Capstone\VulnerableCode\VPHPA\vulnerabilities\cryptography\source\token_library_high.php,40,"		print ""Clear text token: "" . $token . ""\n"";",False,"LawnGreen"
3,Medium,"Potential XSS","The application appears to reflect data to the screen with no apparent validation or sanitisation. It was not clear if this variable is controlled by the user.",Z:\home\stud\EVA_Capstone\VulnerableCode\VPHPA\vulnerabilities\cryptography\source\xor_theory.php,21,"print ""Clear text\n"" . $clear . ""\n"";",False,"LawnGreen"
3,Medium,"Application Variable Used on System Command Line","The application appears to allow the use of an unvalidated variable when executing a command. Carry out a manual check to determine whether the variable is user-controlled.",Z:\home\stud\EVA_Capstone\VulnerableCode\VPHPA\vulnerabilities\exec\source\high.php,26,"		$cmd = shell_exec( 'ping  ' . $target );",False,"LawnGreen"
3,Medium,"Application Variable Used on System Command Line","The application appears to allow the use of an unvalidated variable when executing a command. Carry out a manual check to determine whether the variable is user-controlled.",Z:\home\stud\EVA_Capstone\VulnerableCode\VPHPA\vulnerabilities\exec\source\high.php,30,"		$cmd = shell_exec( 'ping  -c 4 ' . $target );",False,"LawnGreen"
2,High,"User Controlled Variable Used on System Command Line","The application appears to allow the use of an unvalidated user-controlled variable when executing a command.",Z:\home\stud\EVA_Capstone\VulnerableCode\VPHPA\vulnerabilities\exec\source\impossible.php,22,"			$cmd = shell_exec( 'ping  ' . $target );",False,"LawnGreen"
2,High,"User Controlled Variable Used on System Command Line","The application appears to allow the use of an unvalidated user-controlled variable when executing a command.",Z:\home\stud\EVA_Capstone\VulnerableCode\VPHPA\vulnerabilities\exec\source\impossible.php,26,"			$cmd = shell_exec( 'ping  -c 4 ' . $target );",False,"LawnGreen"
2,High,"User Controlled Variable Used on System Command Line","The application appears to allow the use of an unvalidated user-controlled variable when executing a command.",Z:\home\stud\EVA_Capstone\VulnerableCode\VPHPA\vulnerabilities\exec\source\low.php,10,"		$cmd = shell_exec( 'ping  ' . $target );",False,"LawnGreen"
2,High,"User Controlled Variable Used on System Command Line","The application appears to allow the use of an unvalidated user-controlled variable when executing a command.",Z:\home\stud\EVA_Capstone\VulnerableCode\VPHPA\vulnerabilities\exec\source\low.php,14,"		$cmd = shell_exec( 'ping  -c 4 ' . $target );",False,"LawnGreen"
2,High,"User Controlled Variable Used on System Command Line","The application appears to allow the use of an unvalidated user-controlled variable when executing a command.",Z:\home\stud\EVA_Capstone\VulnerableCode\VPHPA\vulnerabilities\exec\source\medium.php,19,"		$cmd = shell_exec( 'ping  ' . $target );",False,"LawnGreen"
2,High,"User Controlled Variable Used on System Command Line","The application appears to allow the use of an unvalidated user-controlled variable when executing a command.",Z:\home\stud\EVA_Capstone\VulnerableCode\VPHPA\vulnerabilities\exec\source\medium.php,23,"		$cmd = shell_exec( 'ping  -c 4 ' . $target );",False,"LawnGreen"
3,Medium,"Potential XSS","The application appears to reflect data to the screen with no apparent validation or sanitisation. It was not clear if this variable is controlled by the user.",Z:\home\stud\EVA_Capstone\VulnerableCode\VPHPA\vulnerabilities\sqli\source\high.php,29,"			#print $query;",False,"LawnGreen"
3,Medium,"Potential XSS","The application appears to reflect data to the screen with no apparent validation or sanitisation. It was not clear if this variable is controlled by the user.",Z:\home\stud\EVA_Capstone\VulnerableCode\VPHPA\vulnerabilities\sqli\source\high.php,33,"				echo 'Caught exception: ' . $e->getMessage();",False,"LawnGreen"
3,Medium,"Potential XSS","The application appears to reflect data to the screen with no apparent validation or sanitisation. It was not clear if this variable is controlled by the user.",Z:\home\stud\EVA_Capstone\VulnerableCode\VPHPA\vulnerabilities\sqli\source\high.php,47,"				echo ""Error in fetch "".$sqlite_db->lastErrorMsg();",False,"LawnGreen"
3,Medium,"Potential XSS","The application appears to reflect data to the screen with no apparent validation or sanitisation. It was not clear if this variable is controlled by the user.",Z:\home\stud\EVA_Capstone\VulnerableCode\VPHPA\vulnerabilities\sqli\source\low.php,32,"			#print $query;",False,"LawnGreen"
3,Medium,"Potential XSS","The application appears to reflect data to the screen with no apparent validation or sanitisation. It was not clear if this variable is controlled by the user.",Z:\home\stud\EVA_Capstone\VulnerableCode\VPHPA\vulnerabilities\sqli\source\low.php,36,"				echo 'Caught exception: ' . $e->getMessage();",False,"LawnGreen"
3,Medium,"Potential XSS","The application appears to reflect data to the screen with no apparent validation or sanitisation. It was not clear if this variable is controlled by the user.",Z:\home\stud\EVA_Capstone\VulnerableCode\VPHPA\vulnerabilities\sqli\source\low.php,50,"				echo ""Error in fetch "".$sqlite_db->lastErrorMsg();",False,"LawnGreen"
3,Medium,"Potential XSS","The application appears to reflect data to the screen with no apparent validation or sanitisation. It was not clear if this variable is controlled by the user.",Z:\home\stud\EVA_Capstone\VulnerableCode\VPHPA\vulnerabilities\sqli\source\medium.php,28,"			#print $query;",False,"LawnGreen"
3,Medium,"Potential XSS","The application appears to reflect data to the screen with no apparent validation or sanitisation. It was not clear if this variable is controlled by the user.",Z:\home\stud\EVA_Capstone\VulnerableCode\VPHPA\vulnerabilities\sqli\source\medium.php,32,"				echo 'Caught exception: ' . $e->getMessage();",False,"LawnGreen"
3,Medium,"Potential XSS","The application appears to reflect data to the screen with no apparent validation or sanitisation. It was not clear if this variable is controlled by the user.",Z:\home\stud\EVA_Capstone\VulnerableCode\VPHPA\vulnerabilities\sqli\source\medium.php,46,"				echo ""Error in fetch "".$sqlite_db->lastErrorMsg();",False,"LawnGreen"
5,Low,"Variable Used as FileName","The application appears to use a variable name in order to define a filename used by the application. It is unclear whether this variable can be controlled by the user - carry out a manual inspection to confirm.",Z:\home\stud\EVA_Capstone\VulnerableCode\VPHPA\vendor\nette\utils\src\Utils\FileSystem.php,84,"$f = @fopen($path, $mode);",False,"LawnGreen"
5,Low,"Variable Used as FileName","The application appears to use a variable name in order to define a filename used by the application. It is unclear whether this variable can be controlled by the user - carry out a manual inspection to confirm.",Z:\home\stud\EVA_Capstone\VulnerableCode\VPHPA\vendor\nette\utils\src\Utils\FileSystem.php,164,"$content = @file_get_contents($file);",False,"LawnGreen"
5,Low,"Variable Used as FileName","The application appears to use a variable name in order to define a filename used by the application. It is unclear whether this variable can be controlled by the user - carry out a manual inspection to confirm.",Z:\home\stud\EVA_Capstone\VulnerableCode\VPHPA\vendor\nette\utils\src\Utils\Finder.php,451,"					? glob($base, GLOB_NOSORT | GLOB_ONLYDIR | GLOB_NOESCAPE)",False,"LawnGreen"
5,Low,"Variable Used as FileName","The application appears to use a variable name in order to define a filename used by the application. It is unclear whether this variable can be controlled by the user - carry out a manual inspection to confirm.",Z:\home\stud\EVA_Capstone\VulnerableCode\VPHPA\vendor\nette\utils\src\Utils\Reflection.php,205,"				$code = file_get_contents($class->getFileName());",False,"LawnGreen"
3,Medium,"Application Variable Used on System Command Line","The application appears to allow the use of an unvalidated variable when executing a command. Carry out a manual check to determine whether the variable is user-controlled.",Z:\home\stud\EVA_Capstone\VulnerableCode\VPHPA\vendor\nette\utils\src\Utils\Validators.php,98,"	public static function assert(mixed $value, string $expected, string $label = 'variable'): void",False,"LawnGreen"
3,Medium,"Application Variable Used on System Command Line","The application appears to allow the use of an unvalidated variable when executing a command. Carry out a manual check to determine whether the variable is user-controlled.",Z:\home\stud\EVA_Capstone\VulnerableCode\VPHPA\vendor\nette\utils\src\Utils\Validators.php,131,"			static::assert($array[$key], $expected, str_replace('%', $key, $label));",False,"LawnGreen"
